,時間,ソアリン,トイ・ストーリ・マニア,タワー・オブ・テラー,センター・オブ・ジアース,インディジョーンズ,レイジングスピリッツ,マジックランプシアター,タートル・トーク,海底２万マイル,ヴェネツィアン・ゴンドラ,ニモ＆フレンズ・シーライダ,アクアトピア,キャラバンカルーセル,ジャスミンのフライングカーペット,シンドバッド・ストーリーブック,フランダーのフライングフィッシュ,スカットルのスクーター,ブローフィッシュバルーン,ワールプール,ジャンピン・ジェリーフィッシュ,スチーマーライン(フロント),スチーマーライン(ロスト),スチーマーライン(ハーバー),レールウェイ(フロント),スチーマーライン(ポート),ビッグシティ・ヴィークル,曜日_数値,曜日
181,2021-01-04 18:15:00,0,0,0,0,0,0,45,25,0,45,15,15,5,10,5,30,15,15,15,5,5,10,5,10,15,0,0,Monday
182,2021-01-04 18:30:00,0,30,0,0,0,0,35,30,0,30,15,15,5,10,5,25,15,15,15,5,5,10,5,15,15,0,0,Monday
183,2021-01-04 18:45:00,0,50,0,0,0,0,50,30,0,30,15,15,5,10,5,25,20,15,15,5,5,10,5,15,15,0,0,Monday
184,2021-01-04 19:00:00,0,70,30,0,35,35,35,30,0,30,10,5,5,10,5,25,20,10,15,5,0,5,5,5,15,0,0,Monday
185,2021-01-04 19:15:00,0,65,40,0,45,35,20,25,0,30,10,5,5,5,5,15,20,10,10,5,0,5,5,5,15,0,0,Monday
186,2021-01-04 19:30:00,0,50,45,35,50,40,0,20,0,30,10,5,5,5,5,15,5,10,10,5,0,10,5,10,15,0,0,Monday
187,2021-01-04 19:45:00,0,50,30,40,45,40,0,0,5,30,10,5,5,5,5,15,5,10,10,5,0,5,5,5,15,0,0,Monday
188,2021-01-04 20:00:00,0,45,25,45,45,35,0,0,5,30,10,5,5,5,5,15,5,10,5,5,0,5,5,5,15,0,0,Monday
189,2021-01-04 20:15:00,0,45,25,45,40,30,0,0,5,30,10,5,5,5,5,20,5,10,5,5,0,5,5,5,10,0,0,Monday
190,2021-01-04 20:30:00,0,40,20,0,30,30,0,0,5,30,10,5,5,5,5,10,5,5,5,5,0,5,0,5,15,0,0,Monday
191,2021-01-04 20:45:00,0,0,20,0,25,0,0,0,5,0,10,5,5,5,5,5,5,5,5,5,0,5,0,5,15,0,0,Monday
192,2021-01-05 09:00:00,0,60,20,35,0,5,0,0,5,0,0,0,0,0,5,0,0,5,0,0,0,0,0,5,0,0,1,Tuesday
193,2021-01-05 09:15:00,0,60,20,45,20,10,0,0,5,0,0,0,0,0,5,0,0,5,0,0,0,0,0,5,5,0,1,Tuesday
194,2021-01-05 09:30:00,0,60,35,50,35,25,0,0,5,0,10,0,5,0,5,0,0,5,0,0,0,0,0,5,5,0,1,Tuesday
195,2021-01-05 09:45:00,0,60,40,50,50,40,0,0,20,15,10,0,5,0,5,0,0,5,0,0,0,5,5,5,5,0,1,Tuesday
196,2021-01-05 10:00:00,0,0,55,50,0,45,30,15,25,40,20,0,5,5,5,20,5,5,5,5,0,5,5,5,5,0,1,Tuesday
197,2021-01-05 10:15:00,0,0,50,0,0,50,20,15,30,40,20,15,5,5,5,25,15,5,10,5,0,5,5,10,5,0,1,Tuesday
198,2021-01-05 10:30:00,0,0,45,0,0,50,10,15,25,25,20,15,5,5,5,25,15,15,10,5,0,5,5,10,5,0,1,Tuesday
199,2021-01-05 10:45:00,0,0,45,0,0,50,25,30,25,25,20,15,5,10,5,25,20,25,10,10,0,5,5,10,5,0,1,Tuesday
200,2021-01-05 11:00:00,0,0,50,0,0,50,40,30,25,0,30,20,5,10,5,25,15,25,15,15,0,0,0,10,10,0,1,Tuesday
201,2021-01-05 11:15:00,0,0,50,0,0,55,30,30,25,0,25,15,5,10,5,30,15,25,20,15,0,0,0,20,10,0,1,Tuesday
202,2021-01-05 11:30:00,0,0,45,0,0,55,40,35,15,0,25,15,5,10,5,30,15,25,10,10,0,0,0,15,10,0,1,Tuesday
203,2021-01-05 11:45:00,0,0,45,0,0,50,30,25,15,0,25,15,5,10,5,25,10,25,10,10,0,0,0,10,10,0,1,Tuesday
204,2021-01-05 12:00:00,0,0,0,0,0,0,20,25,15,5,25,15,5,10,5,20,20,25,20,10,5,5,5,10,10,0,1,Tuesday
205,2021-01-05 12:15:00,0,0,0,0,0,0,40,30,15,15,25,15,5,10,5,25,15,25,15,10,5,5,5,10,10,5,1,Tuesday
206,2021-01-05 12:30:00,0,0,0,0,0,0,20,30,15,20,25,15,5,15,5,25,15,15,15,15,5,5,5,5,10,5,1,Tuesday
207,2021-01-05 12:45:00,0,0,0,0,0,0,40,30,15,20,20,15,5,15,5,25,15,30,10,10,5,5,5,5,10,5,1,Tuesday
208,2021-01-05 13:00:00,0,0,0,0,0,0,20,15,15,20,20,10,5,15,5,25,15,25,15,10,5,5,5,10,10,5,1,Tuesday
209,2021-01-05 13:15:00,0,0,0,0,0,0,45,25,10,20,20,10,5,10,5,35,20,20,20,10,5,5,5,5,10,5,1,Tuesday
210,2021-01-05 13:30:00,0,0,0,0,0,0,35,25,15,15,20,10,5,15,15,30,15,20,20,10,5,5,5,10,10,5,1,Tuesday
211,2021-01-05 13:45:00,0,0,0,0,0,0,15,25,15,0,25,15,5,10,5,25,15,25,20,10,0,0,0,10,10,5,1,Tuesday
212,2021-01-05 14:00:00,0,0,0,0,0,0,0,0,15,0,25,15,15,15,5,35,15,25,25,10,0,0,0,15,10,5,1,Tuesday
213,2021-01-05 14:15:00,0,0,0,0,0,0,0,0,15,0,25,15,15,10,5,30,20,25,20,10,0,0,0,15,15,5,1,Tuesday
214,2021-01-05 14:30:00,0,0,0,0,0,0,0,0,15,0,25,15,15,15,5,30,20,20,20,10,0,0,0,10,15,5,1,Tuesday
215,2021-01-05 14:45:00,0,0,0,0,0,0,0,0,15,20,20,15,15,15,5,30,20,25,20,10,10,5,5,15,15,5,1,Tuesday
216,2021-01-05 15:00:00,0,0,0,0,0,0,0,0,15,25,20,10,15,15,5,35,20,25,20,10,5,5,5,10,15,5,1,Tuesday
217,2021-01-05 15:15:00,0,0,0,0,0,0,0,0,10,35,20,10,15,15,5,25,15,25,20,15,5,10,5,15,15,5,1,Tuesday
218,2021-01-05 15:30:00,0,0,0,0,0,0,0,0,5,35,20,10,15,15,5,30,20,25,20,10,5,10,5,15,15,5,1,Tuesday
219,2021-01-05 15:45:00,0,0,0,0,0,0,0,0,5,35,20,10,5,10,5,30,20,20,20,10,5,10,5,15,15,5,1,Tuesday
220,2021-01-05 16:00:00,0,0,0,0,0,0,0,0,5,35,25,10,5,15,5,30,20,20,20,10,5,10,5,10,15,5,1,Tuesday
221,2021-01-05 16:15:00,0,0,0,0,0,0,0,0,5,35,25,15,10,10,5,25,15,15,15,10,5,10,5,15,15,5,1,Tuesday
222,2021-01-05 16:30:00,0,0,0,0,0,0,0,0,15,40,20,20,15,15,5,25,15,15,15,10,5,10,5,10,15,5,1,Tuesday
223,2021-01-05 16:45:00,0,0,0,0,0,0,0,0,10,35,20,20,15,10,5,30,15,20,15,10,5,10,5,10,15,5,1,Tuesday
224,2021-01-05 17:00:00,0,0,0,0,0,0,30,25,5,40,20,20,5,15,5,30,15,25,20,10,5,10,5,10,15,0,1,Tuesday
225,2021-01-05 17:15:00,0,0,0,0,0,0,40,25,5,40,20,5,5,15,5,30,15,20,20,10,5,20,5,10,15,0,1,Tuesday
226,2021-01-05 17:30:00,0,0,0,0,0,0,30,25,5,35,10,5,5,15,5,30,15,20,15,5,5,10,5,10,15,0,1,Tuesday
227,2021-01-05 17:45:00,0,0,0,0,0,0,45,25,5,35,10,5,5,15,5,30,15,20,15,10,5,10,5,15,15,0,1,Tuesday
228,2021-01-05 18:00:00,0,0,0,0,0,0,30,25,5,45,10,5,5,10,5,20,15,20,15,10,5,5,5,10,15,0,1,Tuesday
229,2021-01-05 18:15:00,0,0,0,0,0,0,50,15,5,35,10,5,5,10,5,15,15,20,15,5,5,5,5,10,15,0,1,Tuesday
230,2021-01-05 18:30:00,0,0,0,0,0,0,30,15,5,35,10,10,5,10,5,15,5,20,10,5,5,5,5,10,15,0,1,Tuesday
231,2021-01-05 18:45:00,0,0,0,0,0,0,25,15,5,35,10,5,5,5,5,20,10,15,15,5,5,5,5,10,15,0,1,Tuesday
232,2021-01-05 19:00:00,0,35,0,50,30,35,35,25,5,35,10,5,5,5,5,25,10,10,15,5,0,5,5,10,15,0,1,Tuesday
233,2021-01-05 19:15:00,0,35,25,45,40,40,25,35,5,35,10,5,5,5,5,15,10,10,10,5,0,5,5,5,15,0,1,Tuesday
234,2021-01-05 19:30:00,0,35,35,45,40,40,0,0,5,40,10,5,5,5,5,15,10,5,10,5,0,5,5,5,15,0,1,Tuesday
235,2021-01-05 19:45:00,0,40,30,40,35,40,0,0,5,40,10,5,5,5,5,15,5,5,5,5,0,5,5,5,15,0,1,Tuesday
236,2021-01-05 20:00:00,0,40,30,40,30,35,0,0,5,20,10,5,5,5,5,5,5,5,5,5,0,5,5,5,10,0,1,Tuesday
237,2021-01-05 20:15:00,0,35,30,35,25,35,0,0,5,25,10,5,5,5,5,10,5,5,5,5,0,5,5,5,5,0,1,Tuesday
238,2021-01-05 20:30:00,0,35,25,30,25,35,0,0,5,25,10,5,5,5,5,10,5,5,5,5,0,10,0,5,5,0,1,Tuesday
239,2021-01-05 20:45:00,0,30,0,0,10,0,0,0,5,0,10,5,5,5,5,5,5,5,5,5,0,5,0,5,5,0,1,Tuesday
240,2021-01-06 09:00:00,0,0,10,35,15,5,0,0,5,0,10,0,0,0,5,5,0,5,0,0,0,0,0,0,0,0,2,Wednesday
241,2021-01-06 09:15:00,0,0,30,35,25,5,0,0,5,0,10,0,0,0,5,5,0,5,0,0,0,0,0,0,0,0,2,Wednesday
242,2021-01-06 09:30:00,0,0,30,0,35,20,0,0,10,0,10,0,5,0,5,5,0,5,0,0,0,0,0,0,0,0,2,Wednesday
243,2021-01-06 09:45:00,0,15,25,35,40,30,0,0,10,10,10,0,5,0,5,15,0,5,0,0,0,5,5,0,0,0,2,Wednesday
244,2021-01-06 10:00:00,0,25,20,30,35,25,30,15,5,10,10,5,5,5,5,20,5,10,5,5,0,5,5,0,0,0,2,Wednesday
245,2021-01-06 10:15:00,0,30,15,30,30,25,20,15,5,5,10,5,5,5,5,10,5,10,5,5,0,5,5,0,0,0,2,Wednesday
246,2021-01-06 10:30:00,0,40,15,0,0,25,10,15,5,5,10,5,5,5,5,10,5,10,5,5,0,5,5,0,0,0,2,Wednesday
247,2021-01-06 10:45:00,0,25,20,0,0,20,20,15,5,5,10,5,5,5,5,5,5,10,5,5,0,5,5,0,0,0,2,Wednesday
248,2021-01-06 11:00:00,0,0,25,0,0,30,10,10,5,5,10,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,2,Wednesday
249,2021-01-06 11:15:00,0,0,30,0,0,35,25,15,5,0,10,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,2,Wednesday
250,2021-01-06 11:30:00,0,0,30,0,0,30,10,20,5,0,10,5,5,5,5,10,5,5,5,5,0,0,0,0,0,0,2,Wednesday
251,2021-01-06 11:45:00,0,0,25,0,0,30,30,10,5,0,10,5,5,5,5,10,5,5,5,5,0,0,0,0,0,0,2,Wednesday
252,2021-01-06 12:00:00,0,0,0,0,0,30,15,10,5,5,10,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,2,Wednesday
253,2021-01-06 12:15:00,0,0,0,0,0,0,30,15,5,5,10,5,5,5,5,5,5,5,5,5,5,5,5,0,0,5,2,Wednesday
254,2021-01-06 12:30:00,0,0,0,0,0,0,20,15,5,5,10,5,5,5,5,5,5,10,5,5,5,5,5,0,0,5,2,Wednesday
255,2021-01-06 12:45:00,0,0,0,0,0,0,10,15,5,5,10,5,5,5,5,10,5,10,5,5,5,5,5,0,0,5,2,Wednesday
256,2021-01-06 13:00:00,0,0,0,0,0,0,20,15,5,5,10,5,5,5,5,5,5,10,10,5,5,5,5,0,0,5,2,Wednesday
257,2021-01-06 13:15:00,0,0,0,0,0,10,10,10,5,5,10,5,5,5,5,5,5,10,10,5,5,5,5,0,0,5,2,Wednesday
258,2021-01-06 13:30:00,0,0,10,0,10,15,30,25,5,5,10,5,5,5,5,10,5,15,10,5,5,5,5,0,0,5,2,Wednesday
259,2021-01-06 13:45:00,0,0,10,0,10,15,15,25,5,5,10,5,5,5,5,5,5,15,10,5,0,5,5,0,0,5,2,Wednesday
260,2021-01-06 14:00:00,0,0,10,0,25,15,0,15,5,0,10,5,5,5,5,10,5,15,10,5,0,0,0,0,0,5,2,Wednesday
261,2021-01-06 14:15:00,0,0,10,0,25,20,0,15,5,0,10,5,10,5,5,10,5,15,10,5,0,0,0,0,0,5,2,Wednesday
262,2021-01-06 14:30:00,0,0,10,0,30,20,0,15,5,0,10,5,10,5,5,10,5,10,15,5,0,0,0,0,0,5,2,Wednesday
263,2021-01-06 14:45:00,0,0,10,0,30,25,0,15,5,10,10,5,5,5,5,10,5,15,15,5,5,5,5,0,0,5,2,Wednesday
264,2021-01-06 15:00:00,0,0,10,0,30,25,0,25,5,5,10,5,5,5,5,15,5,15,10,5,5,5,5,0,0,5,2,Wednesday
265,2021-01-06 15:15:00,0,0,10,0,30,25,20,25,5,5,10,5,5,5,5,15,5,15,5,5,5,5,5,0,0,5,2,Wednesday
266,2021-01-06 15:30:00,0,0,10,0,25,25,20,25,5,5,10,5,5,5,5,10,5,15,5,5,5,5,5,0,0,5,2,Wednesday
267,2021-01-06 15:45:00,0,0,10,0,40,20,30,15,5,25,10,5,5,5,5,10,5,15,10,5,5,5,5,0,0,5,2,Wednesday
268,2021-01-06 16:00:00,0,0,10,0,40,30,15,15,5,15,10,5,5,5,5,10,5,15,15,5,5,5,5,0,0,5,2,Wednesday
269,2021-01-06 16:15:00,0,0,15,0,25,25,35,15,5,15,10,5,5,5,5,10,5,15,15,5,5,5,5,0,0,5,2,Wednesday
270,2021-01-06 16:30:00,0,0,15,0,30,20,15,15,5,10,10,5,5,5,5,15,5,15,10,5,5,5,5,0,0,5,2,Wednesday
271,2021-01-06 16:45:00,0,0,15,0,30,15,35,15,5,20,10,5,5,5,5,10,5,15,10,5,5,5,5,0,0,5,2,Wednesday
272,2021-01-06 17:00:00,0,0,10,10,25,15,25,25,5,20,10,5,5,5,5,10,5,15,10,5,5,5,5,0,0,0,2,Wednesday
273,2021-01-06 17:15:00,0,0,15,10,20,20,40,25,5,20,10,5,5,5,5,10,5,15,10,5,5,5,5,0,0,0,2,Wednesday
274,2021-01-06 17:30:00,0,0,5,20,20,20,25,25,5,20,10,5,5,5,5,5,5,10,10,5,5,5,5,0,0,0,2,Wednesday
275,2021-01-06 17:45:00,0,0,10,40,20,20,10,15,5,20,10,5,5,5,5,5,5,15,10,5,5,5,5,0,0,0,2,Wednesday
276,2021-01-06 18:00:00,0,0,10,30,15,20,30,15,5,15,10,5,5,5,5,5,5,10,5,5,5,5,5,0,0,0,2,Wednesday
277,2021-01-06 18:15:00,0,0,10,30,20,20,15,15,5,20,10,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,2,Wednesday
278,2021-01-06 18:30:00,0,20,10,30,15,25,35,10,5,20,10,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,2,Wednesday
279,2021-01-06 18:45:00,0,10,10,25,15,25,20,10,5,10,10,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,2,Wednesday
280,2021-01-06 19:00:00,0,25,10,20,15,20,35,10,5,10,10,5,5,5,5,5,5,5,5,5,0,5,5,0,0,0,2,Wednesday
281,2021-01-06 19:15:00,0,25,10,25,15,20,30,10,5,10,10,5,5,5,5,5,5,5,5,5,0,5,5,0,0,0,2,Wednesday
282,2021-01-06 19:30:00,0,25,10,25,10,20,10,10,5,10,10,5,5,5,5,5,5,5,5,5,0,5,5,0,0,0,2,Wednesday
283,2021-01-06 19:45:00,0,25,13,25,10,20,0,0,5,15,10,5,5,5,5,5,5,5,5,5,0,5,5,0,0,0,2,Wednesday
284,2021-01-06 20:00:00,15,25,13,20,5,15,0,0,5,15,10,5,5,5,5,5,5,5,5,5,0,5,5,0,0,0,2,Wednesday
285,2021-01-06 20:15:00,25,25,13,20,5,15,0,0,5,15,10,5,5,5,5,5,5,5,5,5,0,5,5,0,0,0,2,Wednesday
286,2021-01-06 20:30:00,25,25,20,20,5,15,0,0,5,15,10,5,5,5,5,5,5,5,5,5,0,5,0,0,0,0,2,Wednesday
287,2021-01-06 20:45:00,0,20,15,10,5,10,0,0,5,15,10,5,5,5,5,5,5,5,5,5,0,5,0,0,0,0,2,Wednesday
288,2021-01-07 09:00:00,0,20,10,0,5,5,0,0,5,0,0,0,0,0,5,5,0,5,0,0,0,0,0,0,0,0,3,Thursday
289,2021-01-07 09:15:00,0,35,10,25,5,5,0,0,5,0,10,0,0,0,5,5,0,5,0,0,0,0,0,0,0,0,3,Thursday
290,2021-01-07 09:30:00,0,25,10,25,5,5,0,0,5,0,10,0,5,0,5,5,0,5,0,0,0,0,0,0,0,0,3,Thursday
291,2021-01-07 09:45:00,0,25,10,25,5,5,0,0,5,5,10,0,5,0,5,5,0,5,0,0,0,5,5,0,0,0,3,Thursday
292,2021-01-07 10:00:00,0,25,5,25,5,5,15,10,5,5,10,0,5,5,5,5,0,5,5,5,0,5,5,0,0,0,3,Thursday
293,2021-01-07 10:15:00,0,20,5,15,5,10,20,15,5,5,10,0,5,5,5,5,5,5,5,5,0,5,5,0,0,0,3,Thursday
294,2021-01-07 10:30:00,0,25,5,15,5,5,5,15,5,5,10,0,5,5,5,5,5,5,5,5,0,5,5,0,0,0,3,Thursday
295,2021-01-07 10:45:00,0,20,5,15,5,5,20,15,5,5,10,0,5,5,5,5,5,5,5,5,0,5,5,0,0,0,3,Thursday
296,2021-01-07 11:00:00,0,25,5,10,5,10,15,15,5,5,10,0,5,5,5,5,5,5,5,5,0,0,0,0,0,0,3,Thursday
297,2021-01-07 11:15:00,0,20,5,10,5,10,25,15,5,5,10,0,5,5,5,5,5,5,5,5,0,0,0,0,0,0,3,Thursday
298,2021-01-07 11:30:00,0,10,5,5,5,10,15,5,5,5,10,0,5,5,5,5,5,5,5,5,0,0,0,0,0,0,3,Thursday
299,2021-01-07 11:45:00,0,5,5,5,5,10,15,10,5,0,10,0,5,5,5,5,5,5,5,5,0,0,0,0,0,0,3,Thursday
300,2021-01-07 12:00:00,0,5,5,5,5,10,15,15,5,0,10,0,5,5,5,5,5,5,5,5,0,0,0,0,0,5,3,Thursday
301,2021-01-07 12:15:00,0,5,5,5,10,10,15,15,5,0,10,0,5,5,5,5,5,5,5,5,0,0,0,0,0,5,3,Thursday
302,2021-01-07 12:30:00,0,5,5,5,5,10,20,15,5,0,10,0,5,5,5,5,5,5,5,5,0,0,0,0,0,5,3,Thursday
303,2021-01-07 12:45:00,0,5,5,5,5,10,15,10,5,0,10,0,5,5,5,5,5,5,5,5,0,0,0,0,0,5,3,Thursday
304,2021-01-07 13:00:00,0,5,5,15,5,5,25,10,5,0,10,0,5,5,5,5,5,5,5,5,0,0,0,0,0,5,3,Thursday
305,2021-01-07 13:15:00,0,5,5,10,5,10,15,10,5,0,10,5,5,5,5,5,5,5,5,5,0,0,0,0,0,5,3,Thursday
306,2021-01-07 13:30:00,0,5,5,10,5,10,25,10,5,0,10,5,5,0,5,5,5,5,5,5,0,0,0,0,0,5,3,Thursday
307,2021-01-07 13:45:00,0,5,5,5,5,10,15,10,5,0,10,5,5,0,5,5,5,5,5,5,0,0,0,0,0,5,3,Thursday
308,2021-01-07 14:00:00,0,5,5,5,5,0,15,10,5,0,10,5,5,0,5,5,5,5,5,5,0,0,0,0,0,5,3,Thursday
309,2021-01-07 14:15:00,0,5,5,10,5,0,15,10,5,0,10,5,5,0,5,0,5,10,5,5,0,0,0,0,0,5,3,Thursday
310,2021-01-07 14:30:00,0,10,10,10,0,0,25,15,5,0,10,5,5,0,5,0,5,10,5,5,0,0,0,0,0,0,3,Thursday
311,2021-01-07 14:45:00,10,15,10,10,0,0,20,10,5,0,10,5,5,0,5,0,5,10,5,5,0,0,0,0,0,0,3,Thursday
312,2021-01-07 15:00:00,10,20,10,15,0,0,40,15,5,0,10,5,5,0,5,0,5,10,5,5,0,0,0,0,0,0,3,Thursday
313,2021-01-07 15:15:00,15,10,15,15,0,0,25,10,5,0,10,5,5,0,5,0,5,15,5,5,0,0,0,0,0,0,3,Thursday
314,2021-01-07 15:30:00,20,10,10,15,0,0,15,15,5,0,10,5,5,0,5,0,5,5,5,5,0,0,0,0,0,0,3,Thursday
315,2021-01-07 15:45:00,20,10,5,15,5,0,30,10,5,0,10,5,5,0,5,0,5,5,5,5,0,0,0,0,0,0,3,Thursday
316,2021-01-07 16:00:00,15,15,5,15,5,0,15,10,5,0,10,5,5,0,5,0,5,10,5,5,0,0,0,0,0,0,3,Thursday
317,2021-01-07 16:15:00,15,10,5,10,5,0,15,15,5,0,10,5,5,0,5,0,5,5,5,5,0,0,0,0,0,0,3,Thursday
318,2021-01-07 16:30:00,10,15,5,10,15,0,15,15,5,0,10,5,5,0,5,0,5,5,5,5,0,0,0,0,0,0,3,Thursday
319,2021-01-07 16:45:00,10,10,5,5,20,0,15,15,5,0,10,5,5,0,5,5,5,5,5,5,0,0,0,0,0,0,3,Thursday
320,2021-01-07 17:00:00,10,5,10,5,15,5,20,15,5,0,10,5,5,0,5,5,5,5,5,5,0,0,0,0,0,0,3,Thursday
321,2021-01-07 17:15:00,5,5,10,5,15,10,10,15,5,0,10,5,5,0,5,5,5,5,5,5,0,0,0,0,0,0,3,Thursday
322,2021-01-07 17:30:00,5,5,10,5,10,15,25,10,5,0,10,5,5,0,5,5,5,5,5,5,0,0,0,0,0,0,3,Thursday
323,2021-01-07 17:45:00,5,10,10,5,5,20,15,10,5,0,10,5,5,0,5,5,5,5,5,5,0,0,0,0,0,0,3,Thursday
324,2021-01-07 18:00:00,5,15,10,5,5,20,30,10,5,0,10,5,5,0,5,5,5,5,5,5,0,0,0,0,0,0,3,Thursday
325,2021-01-07 18:15:00,5,15,10,5,5,20,15,15,5,0,10,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,3,Thursday
326,2021-01-07 18:30:00,5,25,10,5,5,10,15,15,5,0,10,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,3,Thursday
327,2021-01-07 18:45:00,5,20,10,5,5,10,15,15,5,0,10,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,3,Thursday
328,2021-01-07 19:00:00,5,20,10,5,5,10,15,10,5,0,10,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,3,Thursday
329,2021-01-07 19:15:00,10,20,15,5,5,10,25,15,5,0,10,5,5,5,5,5,5,5,5,5,0,5,5,0,0,0,3,Thursday
330,2021-01-07 19:30:00,10,15,10,5,5,10,5,10,5,5,10,5,5,5,5,5,5,5,5,5,0,5,5,0,0,0,3,Thursday
331,2021-01-07 19:45:00,10,10,10,5,5,5,0,0,5,5,10,5,5,5,5,5,5,5,5,5,0,5,5,0,0,0,3,Thursday
332,2021-01-07 20:00:00,10,15,10,5,5,5,0,0,5,5,10,5,5,5,5,5,5,5,5,5,0,5,5,0,0,0,3,Thursday
333,2021-01-07 20:15:00,15,15,10,5,5,5,0,0,5,5,10,5,5,5,5,5,5,5,5,5,0,5,5,0,0,0,3,Thursday
334,2021-01-07 20:30:00,15,20,15,5,5,5,0,0,5,5,10,5,5,5,5,5,5,5,5,5,0,5,0,0,0,0,3,Thursday
335,2021-01-07 20:45:00,15,20,5,5,5,5,0,0,5,5,10,5,5,5,5,5,5,5,5,5,0,5,0,0,0,0,3,Thursday
336,2021-01-08 09:00:00,0,10,5,0,5,5,0,0,5,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,4,Friday
337,2021-01-08 09:15:00,0,5,5,5,5,5,0,0,5,0,10,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,4,Friday
338,2021-01-08 09:30:00,0,5,5,5,5,5,0,0,5,0,10,0,0,0,5,5,0,5,0,0,0,0,0,0,0,0,4,Friday
339,2021-01-08 09:45:00,0,5,5,5,5,5,0,0,5,5,10,0,5,0,5,5,0,5,0,0,0,5,5,0,0,0,4,Friday
340,2021-01-08 10:00:00,0,5,5,5,5,5,30,10,5,5,10,0,5,5,5,5,5,5,5,5,0,5,5,0,0,0,4,Friday
341,2021-01-08 10:15:00,0,5,5,5,5,5,20,10,5,5,10,0,5,5,5,5,5,5,5,5,0,5,5,0,0,0,4,Friday
342,2021-01-08 10:30:00,0,5,5,5,5,5,30,5,5,5,10,0,5,5,5,5,5,5,5,5,0,5,5,0,0,0,4,Friday
343,2021-01-08 10:45:00,0,5,5,5,5,5,20,10,5,5,10,0,5,5,5,5,5,5,5,5,0,5,5,0,0,0,4,Friday
344,2021-01-08 11:00:00,0,5,5,5,5,5,10,10,5,5,10,0,5,5,5,5,5,5,5,5,0,5,5,0,0,0,4,Friday
345,2021-01-08 11:15:00,0,5,5,5,5,5,25,5,5,0,10,0,5,5,5,5,5,5,5,5,0,0,0,0,0,0,4,Friday
346,2021-01-08 11:30:00,15,5,5,5,5,5,10,5,5,0,10,0,5,0,5,5,5,5,5,5,0,0,0,0,0,0,4,Friday
347,2021-01-08 11:45:00,10,5,5,5,5,5,30,5,5,5,10,0,5,0,5,5,5,5,5,5,10,5,5,0,0,0,4,Friday
348,2021-01-08 12:00:00,10,5,5,5,5,5,15,5,5,5,10,0,5,0,5,5,5,5,5,5,10,5,5,0,0,5,4,Friday
349,2021-01-08 12:15:00,10,5,5,5,5,5,30,5,5,5,10,0,5,0,5,5,5,5,5,5,10,5,5,0,0,5,4,Friday
350,2021-01-08 12:30:00,5,5,5,5,5,5,20,5,5,5,10,0,5,0,5,5,5,5,5,5,10,5,5,0,0,5,4,Friday
351,2021-01-08 12:45:00,5,5,5,5,5,5,5,15,5,5,10,5,5,5,5,5,5,5,5,5,10,5,5,0,0,5,4,Friday
352,2021-01-08 13:00:00,5,5,5,5,5,5,25,5,5,5,10,5,5,5,5,5,5,5,5,5,10,5,5,0,0,5,4,Friday
353,2021-01-08 13:15:00,5,5,5,5,5,5,10,10,5,5,10,5,5,5,5,5,5,5,5,5,10,5,5,0,0,5,4,Friday
354,2021-01-08 13:30:00,5,5,5,5,5,5,25,10,5,5,10,5,5,5,5,5,5,5,5,5,10,5,5,0,0,5,4,Friday
355,2021-01-08 13:45:00,5,5,5,0,5,5,10,10,5,5,10,5,5,5,5,5,5,5,5,5,0,0,0,0,0,5,4,Friday
356,2021-01-08 14:00:00,5,5,5,0,5,5,30,5,5,5,10,5,5,5,5,5,5,5,5,5,0,0,0,0,0,5,4,Friday
357,2021-01-08 14:15:00,5,5,5,0,5,5,15,15,5,0,10,5,5,5,5,5,5,5,5,5,0,0,0,0,0,5,4,Friday
358,2021-01-08 14:30:00,5,5,5,0,5,5,30,15,5,0,10,5,5,5,5,5,5,5,5,5,0,0,0,0,0,5,4,Friday
359,2021-01-08 14:45:00,5,5,5,0,5,5,20,5,5,10,10,5,5,5,5,5,5,5,5,5,5,5,5,0,0,5,4,Friday
360,2021-01-08 15:00:00,5,5,5,0,5,5,10,5,5,5,10,5,5,5,5,5,5,5,5,5,5,5,5,0,0,5,4,Friday
361,2021-01-08 15:15:00,5,5,5,0,5,5,30,10,5,5,10,5,5,5,5,5,5,5,5,5,5,5,5,0,0,5,4,Friday
362,2021-01-08 15:30:00,5,5,5,0,5,5,10,10,5,5,10,5,5,5,5,5,5,5,5,5,5,5,5,0,0,5,4,Friday
363,2021-01-08 15:45:00,5,5,5,0,5,5,25,10,5,5,10,5,5,5,5,5,5,5,5,5,5,5,5,0,0,5,4,Friday
364,2021-01-08 16:00:00,5,5,5,0,15,5,15,10,5,5,10,5,5,5,5,5,5,5,5,5,5,5,5,0,0,5,4,Friday
