,時間,ソアリン,トイ・ストーリ・マニア,タワー・オブ・テラー,センター・オブ・ジアース,インディジョーンズ,レイジングスピリッツ,マジックランプシアター,タートル・トーク,海底２万マイル,ヴェネツィアン・ゴンドラ,ニモ＆フレンズ・シーライダ,アクアトピア,キャラバンカルーセル,ジャスミンのフライングカーペット,シンドバッド・ストーリーブック,フランダーのフライングフィッシュ,スカットルのスクーター,ブローフィッシュバルーン,ワールプール,ジャンピン・ジェリーフィッシュ,スチーマーライン(フロント),スチーマーライン(ロスト),スチーマーライン(ハーバー),レールウェイ(フロント),スチーマーライン(ポート),ビッグシティ・ヴィークル,曜日_数値,曜日
734,2021-01-16 12:30:00,0,5,5,15,0,15,20,15,0,10,10,5,5,5,5,5,5,5,5,5,5,5,5,0,0,5,5,Saturday
735,2021-01-16 12:45:00,0,5,5,10,0,20,10,15,0,10,15,5,5,5,5,5,5,5,5,5,5,5,5,0,0,5,5,Saturday
736,2021-01-16 13:00:00,0,5,5,5,0,20,30,15,0,5,15,5,5,5,5,5,5,5,5,5,5,5,5,0,0,5,5,Saturday
737,2021-01-16 13:15:00,0,10,5,5,0,25,30,10,0,5,25,5,5,5,5,5,5,5,5,5,5,5,5,0,0,10,5,Saturday
738,2021-01-16 13:30:00,0,15,5,15,0,20,30,10,0,5,25,5,5,5,5,5,5,10,5,5,5,5,5,0,0,10,5,Saturday
739,2021-01-16 13:45:00,0,10,5,15,0,25,10,10,0,5,25,5,5,5,5,5,5,5,5,5,0,5,5,0,0,10,5,Saturday
740,2021-01-16 14:00:00,0,5,5,15,0,20,30,10,0,5,25,5,5,5,5,5,5,5,5,5,0,0,0,0,0,5,5,Saturday
741,2021-01-16 14:15:00,0,15,5,10,0,15,15,10,0,5,25,5,5,5,5,5,5,5,5,5,0,0,0,0,0,5,5,Saturday
742,2021-01-16 14:30:00,0,15,5,10,0,15,35,15,0,5,20,5,5,5,5,5,5,5,5,5,0,0,0,0,0,5,5,Saturday
743,2021-01-16 14:45:00,0,20,5,10,5,15,20,15,0,15,20,5,5,5,5,5,5,5,5,5,5,5,5,0,0,5,5,Saturday
744,2021-01-16 15:00:00,0,20,5,10,25,10,10,15,0,20,20,5,5,5,5,5,5,5,5,5,5,5,5,0,0,5,5,Saturday
745,2021-01-16 15:15:00,0,5,5,5,20,10,30,15,0,15,20,10,5,5,5,5,5,5,5,5,5,5,5,0,0,5,5,Saturday
746,2021-01-16 15:30:00,0,10,5,5,30,10,10,20,0,25,20,5,5,5,5,5,5,5,5,5,5,5,5,0,0,5,5,Saturday
747,2021-01-16 15:45:00,0,10,5,5,25,15,35,10,0,25,20,5,5,5,5,5,5,5,5,5,5,5,5,0,0,5,5,Saturday
748,2021-01-16 16:00:00,0,10,5,10,20,15,10,10,0,20,25,5,5,5,5,5,5,5,5,5,5,5,5,0,0,5,5,Saturday
749,2021-01-16 16:15:00,0,10,5,10,15,15,40,10,0,20,25,5,5,5,5,5,5,5,5,5,5,5,5,0,0,5,5,Saturday
750,2021-01-16 16:30:00,0,10,5,10,20,15,15,15,0,20,25,5,5,5,5,5,5,5,5,5,5,5,5,0,0,5,5,Saturday
751,2021-01-16 16:45:00,0,10,5,10,20,10,35,10,0,20,20,5,5,5,5,5,5,5,5,5,5,5,5,0,0,5,5,Saturday
752,2021-01-16 17:00:00,0,5,5,10,20,10,20,10,0,20,20,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,5,Saturday
753,2021-01-16 17:15:00,0,5,5,10,20,10,10,10,0,20,20,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,5,Saturday
754,2021-01-16 17:30:00,0,10,5,15,10,10,25,10,0,25,15,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,5,Saturday
755,2021-01-16 17:45:00,0,20,5,20,5,10,10,10,0,35,15,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,5,Saturday
756,2021-01-16 18:00:00,0,20,5,20,5,10,30,10,0,35,10,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,5,Saturday
757,2021-01-16 18:15:00,5,20,5,15,5,10,15,15,0,35,10,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,5,Saturday
758,2021-01-16 18:30:00,5,20,10,15,5,5,5,10,0,35,10,5,5,5,5,5,5,5,5,5,0,5,0,0,0,0,5,Saturday
759,2021-01-16 18:45:00,5,0,5,0,5,5,0,10,0,35,10,5,5,5,5,5,5,5,5,5,0,5,0,0,0,0,5,Saturday
760,2021-01-16 19:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,Saturday
761,2021-01-16 19:15:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,Saturday
762,2021-01-16 19:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,Saturday
763,2021-01-16 19:45:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,Saturday
764,2021-01-16 20:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,Saturday
765,2021-01-16 20:15:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,Saturday
766,2021-01-16 20:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,Saturday
767,2021-01-16 20:45:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,Saturday
768,2021-01-17 09:00:00,0,0,5,0,5,5,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,6,Sunday
769,2021-01-17 09:15:00,0,10,5,5,5,5,0,0,0,5,0,0,0,0,5,5,0,5,0,0,0,5,5,0,0,0,6,Sunday
770,2021-01-17 09:30:00,0,15,5,10,5,5,0,0,0,5,0,0,5,0,5,5,0,5,0,0,0,5,5,0,0,0,6,Sunday
771,2021-01-17 09:45:00,0,15,5,10,5,5,0,0,0,5,0,0,5,0,5,5,0,5,0,0,0,5,5,0,0,0,6,Sunday
772,2021-01-17 10:00:00,0,15,5,5,25,5,30,10,0,5,0,0,5,5,5,5,5,5,5,5,0,5,5,0,0,0,6,Sunday
773,2021-01-17 10:15:00,0,10,5,5,20,5,20,10,0,5,0,0,5,5,5,5,5,5,5,5,0,5,5,0,0,0,6,Sunday
774,2021-01-17 10:30:00,0,5,5,5,15,5,10,10,0,5,10,0,5,5,5,5,5,5,5,5,0,5,5,0,0,0,6,Sunday
775,2021-01-17 10:45:00,0,5,5,5,20,5,20,10,0,5,10,0,5,5,5,5,5,5,5,5,0,5,5,0,0,0,6,Sunday
776,2021-01-17 11:00:00,0,5,5,10,20,5,10,15,0,5,10,0,5,5,5,5,5,5,5,5,0,0,0,0,0,0,6,Sunday
777,2021-01-17 11:15:00,0,5,5,10,10,5,25,10,0,0,10,0,5,5,5,5,5,5,5,5,0,0,0,0,0,0,6,Sunday
778,2021-01-17 11:30:00,0,5,5,5,5,5,10,10,0,0,10,0,5,5,5,5,5,5,5,5,0,0,0,0,0,0,6,Sunday
779,2021-01-17 11:45:00,0,5,5,5,5,5,30,10,0,5,10,0,5,5,5,5,5,5,5,5,5,5,5,0,0,0,6,Sunday
780,2021-01-17 12:00:00,0,5,5,5,5,5,15,10,0,5,10,0,5,5,5,5,5,5,5,5,5,5,5,0,0,0,6,Sunday
781,2021-01-17 12:15:00,0,5,5,5,5,10,30,10,0,5,10,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,6,Sunday
782,2021-01-17 12:30:00,0,5,5,5,15,5,25,10,0,5,10,5,5,5,5,5,5,5,5,5,5,5,5,0,0,5,6,Sunday
783,2021-01-17 12:45:00,0,5,5,5,10,5,10,10,0,5,10,5,5,5,5,5,5,5,5,5,5,5,5,0,0,5,6,Sunday
784,2021-01-17 13:00:00,0,5,5,5,5,5,20,10,0,5,10,5,5,5,5,5,5,5,5,5,5,5,5,0,0,5,6,Sunday
785,2021-01-17 13:15:00,0,5,5,5,5,5,10,10,0,5,10,5,5,5,5,5,5,5,5,5,5,5,5,0,0,5,6,Sunday
786,2021-01-17 13:30:00,15,5,5,5,5,5,30,10,0,5,10,5,5,5,5,5,5,5,5,5,5,5,5,0,0,5,6,Sunday
787,2021-01-17 13:45:00,5,5,5,5,5,5,10,10,0,5,10,5,5,5,5,5,5,5,5,5,5,5,5,0,0,5,6,Sunday
788,2021-01-17 14:00:00,5,5,5,5,15,15,35,10,0,0,10,5,5,5,5,5,5,5,5,5,0,0,0,0,0,5,6,Sunday
789,2021-01-17 14:15:00,5,5,5,5,20,10,15,10,0,0,10,5,5,5,5,5,5,5,5,5,0,0,0,0,0,5,6,Sunday
790,2021-01-17 14:30:00,5,5,5,5,25,10,30,10,0,0,10,5,5,5,5,5,5,5,5,5,5,0,5,0,0,5,6,Sunday
791,2021-01-17 14:45:00,5,5,5,5,15,10,20,10,0,10,10,5,5,5,5,5,5,5,5,5,5,5,5,0,0,5,6,Sunday
792,2021-01-17 15:00:00,5,5,5,5,10,10,10,10,0,5,10,5,5,5,5,5,5,5,5,5,5,5,5,0,0,5,6,Sunday
793,2021-01-17 15:15:00,5,5,5,5,5,15,25,10,0,5,10,5,5,5,5,5,5,5,5,5,5,5,5,0,0,5,6,Sunday
794,2021-01-17 15:30:00,5,5,5,5,5,10,10,10,0,5,10,5,5,5,5,5,5,5,5,5,5,5,5,0,0,5,6,Sunday
795,2021-01-17 15:45:00,5,5,5,5,5,15,30,10,0,5,10,5,5,5,5,5,5,5,5,5,5,5,5,0,0,5,6,Sunday
796,2021-01-17 16:00:00,5,5,5,5,5,15,10,10,0,5,10,5,5,5,5,0,5,5,5,5,5,5,5,0,0,10,6,Sunday
797,2021-01-17 16:15:00,5,5,10,10,5,10,30,10,0,5,10,5,5,5,5,0,5,5,5,5,5,5,5,0,0,5,6,Sunday
798,2021-01-17 16:30:00,5,5,5,10,5,10,15,10,0,5,10,5,5,5,5,5,5,5,5,5,5,5,5,0,0,5,6,Sunday
799,2021-01-17 16:45:00,5,5,5,5,5,10,35,10,0,5,10,5,5,5,5,5,5,5,5,5,5,5,5,0,0,5,6,Sunday
800,2021-01-17 17:00:00,5,5,5,5,5,5,25,10,0,5,10,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,6,Sunday
801,2021-01-17 17:15:00,5,5,5,10,5,5,10,10,0,5,10,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,6,Sunday
802,2021-01-17 17:30:00,5,5,5,5,5,5,25,15,0,5,10,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,6,Sunday
803,2021-01-17 17:45:00,5,5,5,5,5,10,10,10,0,10,10,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,6,Sunday
804,2021-01-17 18:00:00,5,5,5,5,5,10,30,10,0,5,10,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,6,Sunday
805,2021-01-17 18:15:00,5,5,5,5,5,5,15,10,0,5,10,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,6,Sunday
806,2021-01-17 18:30:00,5,5,10,5,5,5,10,10,0,5,10,5,5,5,5,5,5,5,5,5,0,5,0,0,0,0,6,Sunday
807,2021-01-17 18:45:00,5,5,0,5,5,5,0,0,0,5,10,5,5,5,5,5,5,5,5,5,0,5,0,0,0,0,6,Sunday
808,2021-01-17 19:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Sunday
809,2021-01-17 19:15:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Sunday
810,2021-01-17 19:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Sunday
811,2021-01-17 19:45:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Sunday
812,2021-01-17 20:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Sunday
813,2021-01-17 20:15:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Sunday
814,2021-01-17 20:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Sunday
815,2021-01-17 20:45:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Sunday
816,2021-01-18 09:00:00,0,0,0,5,0,5,0,0,0,0,0,0,0,0,5,5,0,5,0,0,0,5,5,0,0,0,0,Monday
817,2021-01-18 09:15:00,0,5,5,5,5,5,0,0,0,0,0,0,0,0,5,5,0,5,0,0,0,5,5,0,0,0,0,Monday
818,2021-01-18 09:30:00,0,15,5,15,5,5,0,0,0,0,10,0,5,0,5,5,0,5,0,0,0,5,5,0,0,0,0,Monday
819,2021-01-18 09:45:00,0,20,10,20,5,5,0,0,0,0,10,0,5,0,5,5,0,5,0,0,0,5,5,0,0,0,0,Monday
820,2021-01-18 10:00:00,0,10,10,10,15,5,0,10,0,5,10,5,5,0,5,5,5,5,5,0,0,5,5,0,0,0,0,Monday
821,2021-01-18 10:15:00,0,5,5,5,20,5,0,10,0,5,10,5,5,5,5,5,5,5,5,5,0,5,5,0,0,0,0,Monday
822,2021-01-18 10:30:00,0,5,5,5,15,5,0,10,0,5,10,5,5,5,5,5,5,5,5,5,0,5,5,0,0,0,0,Monday
823,2021-01-18 10:45:00,0,5,5,5,5,5,0,10,0,5,10,5,5,5,5,5,5,5,5,5,0,5,5,0,0,0,0,Monday
824,2021-01-18 11:00:00,0,5,10,5,5,5,0,10,0,5,10,5,5,5,5,5,5,5,5,5,0,5,5,0,0,0,0,Monday
825,2021-01-18 11:15:00,0,5,5,5,5,5,0,10,0,5,10,5,5,5,5,5,5,5,5,5,0,5,5,0,0,0,0,Monday
826,2021-01-18 11:30:00,0,5,5,5,5,5,0,5,0,5,10,5,5,5,5,5,5,5,5,5,0,5,5,0,0,0,0,Monday
827,2021-01-18 11:45:00,0,5,5,5,5,5,0,5,0,5,10,5,5,5,5,5,5,5,5,5,10,5,5,0,0,0,0,Monday
828,2021-01-18 12:00:00,0,5,5,5,5,5,15,5,0,5,10,5,5,5,5,5,5,5,5,5,10,5,5,0,0,5,0,Monday
829,2021-01-18 12:15:00,0,5,5,5,5,5,25,5,0,5,10,5,5,5,5,5,5,5,5,5,10,5,5,0,0,5,0,Monday
830,2021-01-18 12:30:00,5,5,5,5,5,5,20,10,0,5,10,5,5,5,5,5,5,5,5,5,10,5,5,0,0,5,0,Monday
831,2021-01-18 12:45:00,5,5,5,5,5,5,30,10,0,5,10,5,5,5,5,5,5,5,5,5,10,5,5,0,0,5,0,Monday
832,2021-01-18 13:00:00,5,5,5,5,5,5,20,10,0,5,10,5,5,5,5,5,5,5,5,5,10,5,5,0,0,5,0,Monday
833,2021-01-18 13:15:00,5,5,5,5,5,5,10,10,0,5,10,5,5,5,5,5,5,5,5,5,10,5,5,0,0,5,0,Monday
834,2021-01-18 13:30:00,5,5,5,5,5,5,25,10,0,5,10,5,5,5,5,5,5,5,5,5,10,5,5,0,0,5,0,Monday
835,2021-01-18 13:45:00,5,5,5,5,5,10,10,10,0,10,10,5,5,5,5,5,5,5,5,5,10,5,5,0,0,5,0,Monday
836,2021-01-18 14:00:00,5,5,5,10,15,10,30,10,0,0,10,5,5,5,5,5,5,5,5,5,0,0,5,0,0,5,0,Monday
837,2021-01-18 14:15:00,5,5,5,10,5,10,15,10,0,0,10,5,5,5,5,5,5,5,5,5,0,0,5,0,0,5,0,Monday
838,2021-01-18 14:30:00,5,5,5,5,5,10,30,10,0,0,10,5,5,5,5,5,5,5,5,5,0,0,5,0,0,5,0,Monday
839,2021-01-18 14:45:00,5,5,5,5,5,10,20,10,0,10,10,5,5,5,5,5,5,5,5,5,5,5,5,0,0,5,0,Monday
840,2021-01-18 15:00:00,5,5,5,5,5,5,30,10,0,10,10,5,5,5,5,5,5,5,5,5,5,5,5,0,0,5,0,Monday
841,2021-01-18 15:15:00,5,5,5,5,5,5,25,10,0,10,10,5,5,5,5,5,5,5,5,5,5,5,5,0,0,5,0,Monday
842,2021-01-18 15:30:00,5,5,5,5,5,5,10,5,0,5,10,5,5,5,5,5,5,5,5,5,5,5,5,0,0,5,0,Monday
843,2021-01-18 15:45:00,5,5,5,5,5,10,25,5,0,10,10,5,5,5,5,5,5,5,5,5,5,5,5,0,0,5,0,Monday
844,2021-01-18 16:00:00,5,5,5,5,5,10,10,5,0,10,10,5,5,5,5,5,5,5,5,5,5,5,5,0,0,5,0,Monday
845,2021-01-18 16:15:00,5,5,5,5,5,5,30,10,0,5,10,5,5,5,5,5,5,5,5,5,5,5,5,0,0,5,0,Monday
846,2021-01-18 16:30:00,5,5,5,5,5,5,15,10,0,20,10,5,5,5,5,5,5,5,5,5,5,5,5,0,0,5,0,Monday
847,2021-01-18 16:45:00,5,5,5,5,5,5,30,10,0,15,10,5,5,5,5,5,5,5,5,5,5,5,5,0,0,10,0,Monday
848,2021-01-18 17:00:00,5,5,5,5,5,5,20,10,0,15,10,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,Monday
849,2021-01-18 17:15:00,5,5,10,5,5,5,5,10,0,15,10,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,Monday
850,2021-01-18 17:30:00,5,5,10,5,5,5,25,10,0,25,10,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,Monday
851,2021-01-18 17:45:00,5,5,10,5,5,5,10,10,0,25,10,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,Monday
852,2021-01-18 18:00:00,5,5,10,10,5,5,25,15,0,25,10,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,Monday
853,2021-01-18 18:15:00,5,5,10,10,5,5,10,10,0,25,10,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,Monday
854,2021-01-18 18:30:00,5,10,10,5,5,5,5,10,0,15,10,5,5,5,5,5,5,5,5,5,0,5,0,0,0,0,0,Monday
855,2021-01-18 18:45:00,5,10,0,5,5,5,5,0,0,10,0,5,5,5,5,5,5,5,5,5,0,5,0,0,0,0,0,Monday
856,2021-01-18 19:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Monday
857,2021-01-18 19:15:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Monday
858,2021-01-18 19:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Monday
859,2021-01-18 19:45:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Monday
860,2021-01-18 20:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Monday
861,2021-01-18 20:15:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Monday
862,2021-01-18 20:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Monday
863,2021-01-18 20:45:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Monday
864,2021-01-19 09:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Tuesday
865,2021-01-19 09:15:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Tuesday
866,2021-01-19 09:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Tuesday
867,2021-01-19 09:45:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Tuesday
868,2021-01-19 10:00:00,0,5,5,0,5,5,0,15,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,1,Tuesday
869,2021-01-19 10:15:00,0,5,5,0,5,5,0,10,0,5,0,0,0,0,5,5,0,5,0,0,0,5,5,0,0,0,1,Tuesday
870,2021-01-19 10:30:00,0,20,10,0,5,5,0,5,0,5,0,0,5,0,5,5,0,5,0,0,0,5,5,0,0,0,1,Tuesday
871,2021-01-19 10:45:00,0,20,15,5,25,5,0,5,0,5,10,0,5,0,5,5,0,5,0,0,0,5,5,0,0,0,1,Tuesday
872,2021-01-19 11:00:00,0,15,5,10,35,10,0,5,0,5,10,5,5,5,5,5,0,5,5,5,0,5,5,0,0,0,1,Tuesday
873,2021-01-19 11:15:00,0,10,5,20,20,5,20,10,0,5,10,5,5,5,5,5,5,5,5,5,0,5,5,0,0,0,1,Tuesday
874,2021-01-19 11:30:00,0,5,5,10,20,5,10,10,0,5,10,5,5,5,5,5,5,5,5,5,0,5,5,0,0,0,1,Tuesday
875,2021-01-19 11:45:00,0,5,5,10,25,5,20,10,0,5,10,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,1,Tuesday
876,2021-01-19 12:00:00,0,5,5,10,25,5,5,10,0,5,10,5,5,5,5,5,5,5,5,5,5,5,5,0,0,5,1,Tuesday
877,2021-01-19 12:15:00,0,5,5,10,20,5,30,10,0,5,10,5,5,5,5,5,5,5,5,5,5,5,5,0,0,5,1,Tuesday
878,2021-01-19 12:30:00,0,5,5,10,25,5,15,10,0,5,10,5,5,5,5,5,5,5,5,5,5,0,5,0,0,5,1,Tuesday
879,2021-01-19 12:45:00,0,5,5,10,25,5,30,10,0,5,10,5,5,5,5,5,5,5,5,5,0,0,0,0,0,5,1,Tuesday
880,2021-01-19 13:00:00,0,5,5,5,20,5,15,10,0,0,10,5,5,5,5,5,5,5,5,5,0,0,0,0,0,5,1,Tuesday
881,2021-01-19 13:15:00,0,5,5,5,20,5,10,10,0,5,10,5,5,5,5,5,5,5,5,5,5,5,5,0,0,5,1,Tuesday
882,2021-01-19 13:30:00,0,10,5,10,20,5,15,10,0,5,10,5,5,5,5,5,5,5,5,5,5,5,5,0,0,5,1,Tuesday
883,2021-01-19 13:45:00,0,5,5,10,30,5,10,10,0,5,10,5,5,5,5,5,5,5,5,5,5,5,5,0,0,5,1,Tuesday
884,2021-01-19 14:00:00,0,5,5,5,25,5,20,10,0,5,10,5,5,5,5,5,5,5,5,5,5,5,5,0,0,5,1,Tuesday
885,2021-01-19 14:15:00,0,5,5,5,20,5,10,10,0,5,10,5,5,5,5,5,5,5,5,5,5,5,5,0,0,5,1,Tuesday
886,2021-01-19 14:30:00,5,5,5,5,35,5,25,10,0,5,10,5,5,5,5,5,5,5,5,5,5,5,5,0,0,5,1,Tuesday
887,2021-01-19 14:45:00,5,5,5,5,25,5,10,10,0,5,10,5,5,5,5,5,5,5,5,5,5,5,5,0,0,5,1,Tuesday
888,2021-01-19 15:00:00,5,5,5,5,20,5,30,10,0,5,10,10,5,5,5,5,5,5,5,5,5,5,5,0,0,5,1,Tuesday
889,2021-01-19 15:15:00,5,5,5,5,25,5,15,10,0,5,10,5,5,5,5,5,5,5,5,5,5,5,5,0,0,5,1,Tuesday
890,2021-01-19 15:30:00,5,5,5,5,25,5,15,10,0,5,10,5,5,5,5,5,5,5,5,5,5,5,5,0,0,5,1,Tuesday
891,2021-01-19 15:45:00,5,10,5,5,25,5,20,10,0,5,10,5,5,5,5,5,5,5,5,5,5,5,5,0,0,5,1,Tuesday
892,2021-01-19 16:00:00,5,5,5,5,25,5,5,10,0,5,10,5,5,5,5,5,5,5,5,5,5,5,5,0,0,5,1,Tuesday
893,2021-01-19 16:15:00,5,5,5,5,25,5,25,10,0,5,10,5,5,5,5,5,5,5,5,5,5,5,5,0,0,5,1,Tuesday
894,2021-01-19 16:30:00,5,5,5,5,20,5,10,10,0,5,10,5,5,5,5,5,5,5,5,5,5,5,5,0,0,5,1,Tuesday
895,2021-01-19 16:45:00,5,5,5,5,25,5,30,10,0,5,10,5,5,5,5,5,5,5,5,5,5,5,5,0,0,5,1,Tuesday
896,2021-01-19 17:00:00,5,5,5,10,20,5,15,10,0,5,10,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,1,Tuesday
897,2021-01-19 17:15:00,5,10,5,10,20,5,30,10,0,5,10,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,1,Tuesday
898,2021-01-19 17:30:00,10,5,5,0,20,5,15,10,0,5,10,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,1,Tuesday
899,2021-01-19 17:45:00,10,5,5,0,20,5,30,10,0,5,10,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,1,Tuesday
900,2021-01-19 18:00:00,5,10,10,0,20,5,20,10,0,5,10,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,1,Tuesday
901,2021-01-19 18:15:00,10,5,10,0,10,5,10,10,0,5,10,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,1,Tuesday
902,2021-01-19 18:30:00,5,10,10,0,5,5,10,15,0,5,10,5,5,5,5,5,5,5,5,5,0,5,0,0,0,0,1,Tuesday
903,2021-01-19 18:45:00,5,10,5,0,5,5,10,0,0,5,10,5,5,5,5,5,5,5,5,5,0,5,0,0,0,0,1,Tuesday
904,2021-01-19 19:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Tuesday
905,2021-01-19 19:15:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Tuesday
906,2021-01-19 19:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Tuesday
907,2021-01-19 19:45:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Tuesday
908,2021-01-19 20:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Tuesday
909,2021-01-19 20:15:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Tuesday
910,2021-01-19 20:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Tuesday
911,2021-01-19 20:45:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Tuesday
912,2021-01-20 09:00:00,0,5,5,0,0,0,0,0,0,0,0,0,0,0,5,5,0,5,0,0,0,0,0,0,0,0,2,Wednesday
913,2021-01-20 09:15:00,0,5,5,5,5,0,0,0,0,5,10,0,0,0,5,5,0,5,0,0,0,0,0,0,0,0,2,Wednesday
914,2021-01-20 09:30:00,0,5,5,5,5,0,0,0,0,5,10,0,5,0,5,5,0,5,0,0,0,0,0,0,0,0,2,Wednesday
915,2021-01-20 09:45:00,0,15,5,10,5,0,0,0,0,5,10,0,5,0,5,5,0,5,0,0,0,5,5,0,0,0,2,Wednesday
916,2021-01-20 10:00:00,0,10,5,5,10,0,0,10,0,5,10,5,5,5,5,5,0,5,5,5,0,5,5,0,0,0,2,Wednesday
917,2021-01-20 10:15:00,0,5,5,5,15,0,20,10,0,5,10,5,5,5,5,5,5,5,5,5,0,5,5,0,0,0,2,Wednesday
